timestamp_ms,distance,left_pwm,right_pwm
1590,124,0,0
1598,124,0,0
1601,137,0,0
1605,137,0,0
1609,137,0,0
1613,137,0,0
1617,137,0,0
1621,137,0,0
1625,137,0,0
1629,137,0,0
1633,137,0,0
1636,143,0,0
1640,143,0,0
1644,143,0,0
1648,143,0,0
1652,143,0,0
1656,143,0,0
1659,143,0,0
1663,143,0,0
1667,143,0,0
1671,143,0,0
1675,137,0,0
1679,137,0,0
1683,137,0,0
1687,137,0,0
1690,137,0,0
1694,137,0,0
1698,137,0,0
1702,137,0,0
1706,137,0,0
1710,137,0,0
1714,142,0,0
1717,142,0,0
1721,142,0,0
1725,142,0,0
1729,142,0,0
1733,142,0,0
1737,142,0,0
1741,142,0,0
1745,142,0,0
1748,140,0,0
1752,140,0,0
1756,140,0,0
1760,140,0,0
1764,140,0,0
1768,140,0,0
1772,140,0,0
1780,140,0,0
1784,140,0,0
1789,140,0,0
1796,140,0,0
1800,140,0,0
1808,140,0,0
1816,140,0,0
1820,142,0,0
1825,142,0,0
1832,142,0,0
1836,142,0,0
1842,142,0,0
1846,142,0,0
1850,142,0,0
1857,142,0,0
1865,140,0,0
1869,140,0,0
1876,140,0,0
1884,140,0,0
1888,140,0,0
1892,140,0,0
1896,139,0,0
1900,139,0,0
1904,139,0,0
1907,139,0,0
1911,139,0,0
1915,139,0,0
1919,139,0,0
1923,139,0,0
1927,139,0,0
1931,139,0,0
1934,142,0,0
1938,142,0,0
1942,142,0,0
1946,142,0,0
1950,142,0,0
1954,142,0,0
1958,142,0,0
1967,142,0,0
1970,139,0,0
1975,139,0,0
1982,139,0,0
1986,139,0,0
1992,139,0,0
1997,139,0,0
2001,139,0,0
2008,141,0,0
2016,141,0,0
2020,141,0,0
2027,141,0,0
2035,141,0,0
2039,141,0,0
2043,140,0,0
2052,140,0,0
2056,140,0,0
2061,140,0,0
2068,140,0,0
2071,140,0,0
2079,140,0,0
2088,137,0,0
2092,137,0,0
2097,137,0,0
2101,137,0,0
2105,137,0,0
2114,137,0,0
2119,142,0,0
2123,142,0,0
2127,142,0,0
2136,142,0,0
2140,142,0,0
2145,142,0,0
2152,142,0,0
2155,141,0,0
2161,141,0,0
2170,141,0,0
2174,141,0,0
2180,141,0,0
2188,141,0,0
2192,140,0,0
2196,140,0,0
2202,140,0,0
2206,140,0,0
2214,140,0,0
2218,140,0,0
2222,140,0,0
2226,140,0,0
2230,139,0,0
2234,139,0,0
2238,139,0,0
2241,139,0,0
2245,139,0,0
2249,139,0,0
2253,139,0,0
2257,139,0,0
2261,139,0,0
2265,140,0,0
2269,140,0,0
2273,140,0,0
2276,140,0,0
2280,140,0,0
2284,140,0,0
2288,140,0,0
2292,140,0,0
2296,140,0,0
2299,140,0,0
2303,140,0,0
2307,140,0,0
2311,140,0,0
2315,140,0,0
2319,140,0,0
2323,140,0,0
2327,140,0,0
2336,140,0,0
2339,140,0,0
2344,140,0,0
2351,140,0,0
2355,140,0,0
2361,140,0,0
2366,140,0,0
2370,140,0,0
2377,142,0,0
2385,142,0,0
2389,142,0,0
2396,142,0,0
2404,142,0,0
2408,142,0,0
2412,141,0,0
2416,141,0,0
2420,141,0,0
2424,141,0,0
2428,141,0,0
2432,141,0,0
2436,141,0,0
2439,141,0,0
2443,141,0,0
2447,141,0,0
2451,138,0,0
2455,138,0,0
2459,138,0,0
2463,138,0,0
2466,138,0,0
2470,138,0,0
2474,138,0,0
2478,138,0,0
2482,138,0,0
2486,138,0,0
2490,141,0,0
2499,141,0,0
2502,141,0,0
2507,141,0,0
2514,141,0,0
2518,141,0,0
2524,141,0,0
2529,141,0,0
2533,141,0,0
2540,141,0,0
2548,141,0,0
2552,141,0,0
2559,141,0,0
2567,140,0,0
2570,140,0,0
2574,140,0,0
2578,140,0,0
2582,140,0,0
2586,140,0,0
2590,140,0,0
2594,140,0,0
2602,143,0,0
2606,143,0,0
2611,143,0,0
2618,143,0,0
2622,143,0,0
2628,143,0,0
2632,143,0,0
2636,139,0,0
2641,139,0,0
2650,139,0,0
2654,139,0,0
2659,139,0,0
2663,139,0,0
2667,139,0,0
2674,143,0,0
2682,143,0,0
2686,143,0,0
2690,143,0,0
2694,143,0,0
2698,143,0,0
2702,143,0,0
2706,143,0,0
2709,138,0,0
2713,138,0,0
2717,138,0,0
2721,138,0,0
2725,138,0,0
2729,138,0,0
2733,138,0,0
2736,138,0,0
2740,138,0,0
2744,138,0,0
2748,140,0,0
2752,140,0,0
2756,140,0,0
2760,140,0,0
2764,140,0,0
2768,140,0,0
2771,140,0,0
2775,140,0,0
2779,140,0,0
2783,140,0,0
2787,140,0,0
2791,140,0,0
2795,140,0,0
2798,140,0,0
2807,140,0,0
2811,140,0,0
2816,140,0,0
2824,139,0,0
2828,139,0,0
2833,139,0,0
2838,139,0,0
2842,139,0,0
2850,139,0,0
2859,143,0,0
2862,143,0,0
2871,143,0,0
2878,143,0,0
2886,143,0,0
2890,143,0,0
2894,141,0,0
2898,141,0,0
2902,141,0,0
